City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
658,Urengoy,RU,65.9667,78.3667,-4.58,97,96,10.13,overcast clouds
659,Erechim,BR,-27.6342,-52.2739,59.32,79,48,3.02,scattered clouds
660,Port Hardy,CA,50.6996,-127.4199,48.38,93,90,2.3,light intensity shower rain
661,Hessisch Oldendorf,DE,52.1667,9.25,37.85,92,90,18.41,light intensity drizzle
662,Manzanillo,CU,20.3433,-77.1167,68.72,91,81,7.63,broken clouds
663,North Branch,US,45.5113,-92.9802,38.07,83,62,5.32,broken clouds
664,Seminole,US,28.7086,-81.2081,55.76,86,1,5.75,clear sky
665,Natitingou,BJ,10.3042,1.3796,68.79,21,51,4.21,broken clouds
666,Akhtyrskiy,RU,44.8546,38.3031,56.77,83,100,18.34,overcast clouds
667,Tazovskiy,RU,67.4667,78.7,-5.58,96,100,10.07,overcast clouds
668,Mweka,CD,-4.85,21.5667,68.16,96,100,0.81,overcast clouds
669,Martapura,ID,-3.4167,114.85,86.09,70,40,10.36,scattered clouds
670,Yerbogachen,RU,61.2767,108.0108,-8.39,92,86,5.64,overcast clouds
671,Namibe,AO,-15.1961,12.1522,70.59,70,12,1.59,few clouds
672,Zhezkazgan,KZ,47.8043,67.7144,25.34,74,99,1.25,overcast clouds
673,Pozo Colorado,PY,-23.4923,-58.7972,65.97,62,1,4.32,clear sky
674,Talnakh,RU,69.4865,88.3972,-11.79,92,100,0.54,overcast clouds
675,Boysun,UZ,38.2061,67.1986,54.61,29,96,1.81,overcast clouds
676,Qeshm,IR,26.9581,56.2719,73.27,62,0,6.89,clear sky
677,Mamallapuram,IN,12.6264,80.1722,86.05,76,51,11.43,broken clouds
678,Kilindoni,TZ,-7.9139,39.6668,80.2,79,28,6.44,moderate rain
679,Hinundayan,PH,10.3523,125.2506,83.35,76,97,7.76,overcast clouds
680,Bocana De Paiwas,NI,12.7857,-85.1227,70.02,87,100,10.16,overcast clouds
681,Pontal Do Parana,BR,-25.6533,-48.5128,80.26,84,89,5.84,overcast clouds
682,Anito,PH,12.4497,125.2886,85.03,73,100,5.06,overcast clouds
683,Toshkivka,UA,48.7791,38.579,49.37,80,98,15.7,overcast clouds
684,Chiang Mai,TH,18.75,99.0,86.72,51,20,6.91,few clouds
685,Carballo,ES,43.213,-8.691,51.55,92,100,2.68,overcast clouds
686,Coahuayana,MX,18.7333,-103.6833,72.59,77,42,4.0,scattered clouds
687,Katherine,AU,-14.4667,132.2667,102.52,15,40,13.8,scattered clouds
688,Motygino,RU,58.1831,94.7592,21.76,85,100,11.48,overcast clouds
