City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Chuy,UY,2021-11-30 01:22:28,-33.6971,-53.4616,65.08,93,100,15.82
295,Bambanglipuro,ID,2021-11-30 01:22:29,-7.95,110.2833,80.74,74,92,1.72
296,Asau,RO,2021-11-30 01:22:29,46.4333,26.4,35.96,84,100,2.95
297,Bilibino,RU,2021-11-30 01:22:30,68.0546,166.4372,-12.64,100,53,5.39
298,Deputatskiy,RU,2021-11-30 01:22:30,69.3,139.9,-14.71,97,100,4.5
299,Santa,PH,2021-11-30 01:22:31,17.486,120.4348,82.31,75,100,3.67
300,Camacha,PT,2021-11-30 01:22:31,33.0833,-16.3333,59.54,77,40,6.91
301,San Andres,CO,2021-11-30 01:22:32,12.5847,-81.7006,80.62,83,75,13.8
302,Tautira,PF,2021-11-30 01:22:33,-17.7333,-149.15,77.02,76,100,19.24
303,Monrovia,LR,2021-11-30 01:22:33,6.3005,-10.7969,79.56,82,100,6.71
304,Coquimbo,CL,2021-11-30 01:20:12,-29.9533,-71.3436,58.73,88,90,5.75
305,Mount Gambier,AU,2021-11-30 01:22:35,-37.8333,140.7667,84.4,21,50,7.54
306,Mvuma,ZW,2021-11-30 01:22:35,-19.2792,30.5283,64.56,56,32,4.97
307,Indiana,US,2021-11-30 01:22:36,40.0003,-86.2503,40.89,42,1,11.5
308,Hamilton,US,2021-11-30 01:22:36,39.1834,-84.5333,42.19,42,90,1.99
309,Kununurra,AU,2021-11-30 01:22:37,-15.7667,128.7333,96.78,38,2,8.05
310,Buala,SB,2021-11-30 01:22:38,-8.145,159.5921,85.59,68,59,4.92
311,Conceicao Da Barra,BR,2021-11-30 01:22:39,-18.5933,-39.7322,76.57,89,7,8.7
312,Porto Velho,BR,2021-11-30 01:22:40,-8.7619,-63.9039,77.05,94,20,2.3
313,Skjervoy,NO,2021-11-30 01:22:11,70.0311,20.9714,20.91,68,25,16.64
314,Qasigiannguit,GL,2021-11-30 01:22:41,68.8193,-51.1922,30.45,90,100,7.11
315,Vila Velha,BR,2021-11-30 01:22:41,-20.3297,-40.2925,78.94,87,40,8.01
316,Maiduguri,NG,2021-11-30 01:22:42,11.8464,13.1603,72.81,22,81,8.88
317,Ploemeur,FR,2021-11-30 01:22:43,47.7333,-3.4333,46.99,90,90,6.91
318,Bartica,GY,2021-11-30 01:22:43,6.4,-58.6167,77.32,98,29,2.62
319,Kysyl-Syr,RU,2021-11-30 01:22:44,63.8986,122.7617,-10.64,98,100,2.64
320,Catalina Foothills,US,2021-11-30 01:22:44,32.2979,-110.9187,71.69,28,1,3.0
321,Poum,NC,2021-11-30 01:22:45,-20.2333,164.0167,81.7,78,6,16.64
322,Ust-Nera,RU,2021-11-30 01:23:45,64.5667,143.2,-17.88,99,100,2.77
323,Kahului,US,2021-11-30 01:19:40,20.8947,-156.47,80.62,67,20,20.71
324,Roma,US,2021-11-30 01:23:46,43.2128,-75.4557,24.94,86,90,0.0
325,Dicabisagan,PH,2021-11-30 01:23:19,17.0818,122.4157,81.36,79,100,2.44
326,Clyde River,CA,2021-11-30 01:23:47,70.4692,-68.5914,-0.17,78,100,9.22
327,Thinadhoo,MV,2021-11-30 01:23:48,0.5333,72.9333,81.01,79,21,13.18
328,Balintore,GB,2021-11-30 01:23:48,57.7556,-3.9123,44.69,91,100,11.48
329,Toora-Khem,RU,2021-11-30 01:23:49,52.4675,96.11,0.23,99,100,0.81
330,Iracoubo,GF,2021-11-30 01:23:50,5.4802,-53.2011,77.67,90,57,7.61
331,Lamar,US,2021-11-30 01:23:50,33.6668,-95.5836,58.66,50,1,5.75
332,Iskateley,RU,2021-11-30 01:23:51,67.6803,53.1512,-1.59,100,65,2.55
333,Atar,MR,2021-11-30 01:23:51,20.5169,-13.0499,63.52,29,100,9.06
334,Takoradi,GH,2021-11-30 01:23:52,4.8845,-1.7554,79.45,86,46,7.76
335,Murten,CH,2021-11-30 01:23:52,46.9283,7.1172,31.8,80,30,4.61
336,Los Llanos De Aridane,ES,2021-11-30 01:23:53,28.6585,-17.9182,61.12,77,75,5.01
337,Lompoc,US,2021-11-30 01:20:45,34.6391,-120.4579,68.14,86,1,5.75
338,Ust-Tsilma,RU,2021-11-30 01:23:54,65.441,52.1498,-14.78,100,83,2.17
339,Iqaluit,CA,2021-11-30 01:23:55,63.7506,-68.5145,11.93,78,90,15.99
340,Pachino,IT,2021-11-30 01:23:55,36.7186,15.0907,46.44,61,17,28.12
341,Mattru,SL,2021-11-30 01:23:56,7.6244,-11.8332,75.18,94,84,1.86
342,Linhares,BR,2021-11-30 01:23:57,-19.3911,-40.0722,75.22,93,41,4.94
343,Vestmannaeyjar,IS,2021-11-30 01:23:57,63.4427,-20.2734,36.28,84,100,23.15
344,Semey,KZ,2021-11-30 01:23:58,50.4111,80.2275,8.82,78,0,8.95
345,Ati,TD,2021-11-30 01:23:58,13.2154,18.3353,78.17,15,5,11.65
346,Tambura,SS,2021-11-30 01:23:59,5.6,27.4667,70.52,85,100,3.62
347,Troitskoye,RU,2021-11-30 01:23:59,52.9821,84.6757,13.3,92,100,4.65
348,Nouakchott,MR,2021-11-30 01:22:46,18.0858,-15.9785,66.13,33,100,15.93
349,Abu Dhabi,AE,2021-11-30 01:24:01,24.4667,54.3667,71.96,77,20,1.99
350,Gat,IL,2021-11-30 01:24:01,31.61,34.7642,76.91,24,9,11.32
351,Lucapa,AO,2021-11-30 01:24:02,-8.4192,20.7447,64.42,97,100,2.57
352,Port Hedland,AU,2021-11-30 01:24:02,-20.3167,118.5667,96.85,34,0,10.36
353,Barroso,BR,2021-11-30 01:24:03,-21.1869,-43.9758,68.41,71,80,3.09
354,Longyearbyen,SJ,2021-11-30 01:21:55,78.2186,15.6401,10.24,67,20,16.11
355,Bako,ET,2021-11-30 01:24:04,5.7833,36.5667,66.2,55,35,4.23
356,Nacala,MZ,2021-11-30 01:24:04,-14.5428,40.6728,73.22,86,0,1.14
357,Bantou,CN,2021-11-30 01:24:05,26.2151,117.4893,58.78,74,96,4.5
358,Spassk,RU,2021-11-30 01:24:05,52.747,87.7545,15.44,97,100,2.77
359,Marsh Harbour,BS,2021-11-30 01:24:07,26.5412,-77.0636,71.26,63,42,11.07
360,Villazon,BO,2021-11-30 01:24:07,-22.0866,-65.5942,51.17,68,50,9.35
361,Daru,PG,2021-11-30 01:24:08,-9.0763,143.2092,87.04,68,86,5.88
362,Haines Junction,CA,2021-11-30 01:24:09,60.7522,-137.5108,-7.65,77,100,0.0
363,Elmadag,TR,2021-11-30 01:24:09,39.9208,33.2308,48.49,83,100,16.22
364,Charters Towers,AU,2021-11-30 01:24:10,-20.1,146.2667,86.22,50,100,10.54
365,Itarema,BR,2021-11-30 01:21:50,-2.9248,-39.9167,80.6,78,18,14.29
366,Fortuna,US,2021-11-30 01:23:15,40.5982,-124.1573,52.41,74,75,0.0
367,Maumere,ID,2021-11-30 01:24:11,-8.6199,122.2111,83.03,70,100,2.19
368,Mudgee,AU,2021-11-30 01:25:12,-32.5943,149.5871,62.65,100,75,6.91
369,Tefe,BR,2021-11-30 01:25:12,-3.3542,-64.7114,75.54,95,100,2.75
370,Srednekolymsk,RU,2021-11-30 01:25:13,67.45,153.6833,-19.34,98,100,6.04
371,Ebolowa,CM,2021-11-30 01:25:13,2.9,11.15,69.8,98,95,2.64
372,Cairns,AU,2021-11-30 01:25:07,-16.9167,145.7667,96.94,65,40,4.61
373,Perigueux,FR,2021-11-30 01:25:14,45.1833,0.7167,30.18,89,8,2.53
374,Cabo San Lucas,MX,2021-11-30 01:25:07,22.8909,-109.9124,79.52,70,40,3.0
375,Groa,NO,2021-11-30 01:25:15,62.65,8.7167,30.29,73,100,8.59
376,Miri,MY,2021-11-30 01:25:16,4.4148,114.0089,80.74,83,40,10.36
377,Beeville,US,2021-11-30 01:25:16,28.4008,-97.7483,60.35,82,1,4.61
378,Aswan,EG,2021-11-30 01:25:18,24.0934,32.907,69.1,37,0,5.75
379,Ostersund,SE,2021-11-30 01:25:18,63.1792,14.6357,14.61,92,100,8.05
380,Vanimo,PG,2021-11-30 01:25:19,-2.6741,141.3028,86.05,67,100,2.57
381,Oum Hadjer,TD,2021-11-30 01:25:19,13.2954,19.6966,76.71,21,17,10.56
382,Agadir,MA,2021-11-30 01:25:20,30.4202,-9.5982,46.85,50,0,3.29
383,Leningradskiy,RU,2021-11-30 01:25:20,69.3833,178.4167,-22.04,95,41,8.66
384,Marsa Matruh,EG,2021-11-30 01:25:21,31.3525,27.2453,68.2,83,0,5.75
385,Lovozero,RU,2021-11-30 01:25:21,68.005,35.0117,1.62,83,100,2.95
386,Ambanja,MG,2021-11-30 01:25:22,-13.6833,48.45,73.71,92,26,2.59
387,Nilai,MY,2021-11-30 01:25:23,2.8169,101.7956,82.06,76,20,3.44
388,Kalmunai,LK,2021-11-30 01:25:24,7.4167,81.8167,77.36,84,94,0.56
389,Nome,US,2021-11-30 01:23:08,64.5011,-165.4064,-3.93,50,1,8.05
390,Nhulunbuy,AU,2021-11-30 01:25:24,-12.2333,136.7667,90.21,62,75,10.36
391,Kutum,SD,2021-11-30 01:25:25,14.2,24.6667,68.04,45,6,7.81
392,Mercedes,AR,2021-11-30 01:25:26,-34.6515,-59.4307,69.84,67,0,7.29
393,Zhovkva,UA,2021-11-30 01:25:26,50.0583,23.9726,33.03,84,96,17.83
394,Laguna,US,2021-11-30 01:25:27,38.421,-121.4238,65.93,73,1,3.44
395,Batemans Bay,AU,2021-11-30 01:25:28,-35.7167,150.1833,83.19,62,20,8.37
396,Umm Kaddadah,SD,2021-11-30 01:25:28,13.6017,26.6876,75.4,38,6,13.69
397,Egvekinot,RU,2021-11-30 01:25:29,66.3167,-179.1667,-11.47,76,90,5.23
398,Hit,IQ,2021-11-30 01:25:29,33.6416,42.8251,61.52,48,100,7.54
399,Gigmoto,PH,2021-11-30 01:25:30,13.7796,124.39,82.87,78,100,3.87
400,Puerto Narino,CO,2021-11-30 01:25:30,-3.7703,-70.3831,75.15,99,100,2.73
401,Tiznit,MA,2021-11-30 01:25:31,29.5833,-9.5,55.04,43,0,1.48
402,Kemi,FI,2021-11-30 01:25:32,65.8596,24.8228,-2.43,84,0,6.91
403,Kearney,US,2021-11-30 01:25:32,40.6995,-99.0815,56.25,43,1,1.99
404,Yinchuan,CN,2021-11-30 01:25:33,38.4681,106.2731,27.03,34,0,3.62
405,Vardenis,AM,2021-11-30 01:25:33,40.1827,45.7311,40.86,63,10,1.41
406,Prigen,ID,2021-11-30 01:25:34,-7.6833,112.6167,67.53,75,100,1.92
407,Marsabit,KE,2021-11-30 01:25:35,2.3284,37.9899,64.63,85,69,10.63
408,Aneho,TG,2021-11-30 01:25:36,6.2333,1.6,80.85,82,5,8.68
409,College,US,2021-11-30 01:25:36,64.8569,-147.8028,-9.42,74,75,0.0
410,Port Moresby,PG,2021-11-30 01:25:37,-9.4431,147.1797,87.22,70,40,11.5
411,Partenit,UA,2021-11-30 01:25:37,44.578,34.3446,53.2,88,79,18.72
412,Nyurba,RU,2021-11-30 01:25:38,63.2842,118.3319,-10.35,99,99,1.86
413,Ozinki,RU,2021-11-30 01:26:38,51.1786,49.6769,34.3,70,100,20.2
414,Filadelfia,US,2021-11-30 01:26:38,39.9523,-75.1638,35.98,67,1,0.0
415,Rodrigues Alves,BR,2021-11-30 01:26:40,-7.738,-72.6509,72.84,99,100,3.18
416,Denizli,TR,2021-11-30 01:26:40,37.8402,29.0698,59.85,85,80,5.06
417,Pangody,RU,2021-11-30 01:26:41,65.85,74.4859,-5.28,99,100,7.92
418,Jauja,PE,2021-11-30 01:26:41,-11.7758,-75.4966,52.09,83,100,3.83
419,Eydhafushi,MV,2021-11-30 01:26:42,5.1033,73.0708,80.96,78,100,15.17
420,Fairbanks,US,2021-11-30 01:25:20,64.8378,-147.7164,-9.4,75,75,0.0
421,Mehran,IR,2021-11-30 01:26:43,33.1222,46.1646,69.28,40,0,4.79
422,Menongue,AO,2021-11-30 01:26:43,-14.6585,17.691,61.45,97,96,3.91
423,Pionerskiy,RU,2021-11-30 01:26:44,54.9508,20.2275,37.24,72,99,27.2
424,Mayumba,GA,2021-11-30 01:26:44,-3.432,10.6554,76.73,92,100,6.78
425,Huadian,CN,2021-11-30 01:26:45,42.9633,126.7478,25.05,94,100,5.77
426,Metu,ET,2021-11-30 01:26:45,8.3,35.5833,56.52,65,55,3.44
427,Vulcan,RO,2021-11-30 01:26:46,45.3833,23.2667,30.45,88,100,6.62
428,Stokmarknes,NO,2021-11-30 01:26:47,68.5646,14.9108,26.49,74,100,6.78
429,Jasper,US,2021-11-30 01:22:28,37.2001,-94.3502,56.01,56,1,1.01
430,Luau,AO,2021-11-30 01:26:48,-10.7073,22.2247,64.38,97,100,3.53
431,Santa Fe,AR,2021-11-30 01:24:14,-31.6333,-60.7,73.98,52,0,4.85
432,Zykovo,RU,2021-11-30 01:26:49,55.9519,93.1461,29.14,85,100,5.12
433,Okakarara,NA,2021-11-30 01:26:50,-20.5833,17.4333,69.66,15,29,6.71
434,Gualeguay,AR,2021-11-30 01:26:51,-33.1416,-59.3097,64.63,57,0,5.82
435,Rocky Mountain House,CA,2021-11-30 01:26:51,52.3668,-114.9188,31.75,80,100,0.0
436,Luena,AO,2021-11-30 01:26:52,-11.7833,19.9167,60.69,98,100,3.31
437,Waingapu,ID,2021-11-30 01:26:53,-9.6567,120.2641,82.89,72,100,6.02
438,Mokhsogollokh,RU,2021-11-30 01:26:53,61.4681,128.9203,-16.62,100,86,2.95
439,Lavrentiya,RU,2021-11-30 01:26:54,65.5833,-171.0,-11.38,91,3,8.37
440,Suhbaatar,MN,2021-11-30 01:26:54,50.2314,106.2078,1.51,96,41,1.88
441,Namibe,AO,2021-11-30 01:26:55,-15.1961,12.1522,71.04,69,15,6.08
442,Skibotn,NO,2021-11-30 01:26:56,69.3913,20.2679,21.29,98,77,17.67
443,Palamos,ES,2021-11-30 01:26:56,41.8484,3.1291,48.11,46,100,13.0
444,Mount Isa,AU,2021-11-30 01:26:57,-20.7333,139.5,92.97,16,68,5.75
445,Faanui,PF,2021-11-30 01:26:57,-16.4833,-151.75,80.4,78,100,13.18
446,Karlshamn,SE,2021-11-30 01:26:58,56.1706,14.8619,18.09,59,100,4.5
447,Mastic Beach,US,2021-11-30 01:22:59,40.7668,-72.8521,37.65,68,90,1.01
448,Lusambo,CD,2021-11-30 01:24:23,-4.9667,23.45,68.81,99,100,1.01
449,Zemio,CF,2021-11-30 01:26:59,5.0314,25.1361,69.31,93,100,4.43
450,Verkh-Usugli,RU,2021-11-30 01:27:00,52.7,115.1667,0.14,94,15,3.33
451,San Policarpo,PH,2021-11-30 01:27:00,12.1791,125.5072,83.34,76,100,5.28
452,Hukuntsi,BW,2021-11-30 01:27:01,-24.0,21.75,73.0,45,0,5.39
453,Portland,US,2021-11-30 01:22:30,45.5234,-122.6762,58.32,93,90,1.99
454,Tartagal,AR,2021-11-30 01:27:02,-22.5164,-63.8013,69.4,60,43,4.5
455,Karratha,AU,2021-11-30 01:27:02,-20.7377,116.8463,90.86,40,0,13.31
456,Saint Anthony,US,2021-11-30 01:27:03,45.0205,-93.218,43.75,65,1,3.0
457,Novoagansk,RU,2021-11-30 01:27:04,61.9449,76.6625,24.73,94,100,14.03
458,Pavilosta,LV,2021-11-30 01:27:04,56.8879,21.1859,35.51,72,100,23.98
459,Totness,SR,2021-11-30 01:28:05,5.8833,-56.3167,78.13,88,77,8.21
460,Bonfim,BR,2021-11-30 01:28:05,3.0833,-59.95,80.55,66,84,7.02
461,Bacabal,BR,2021-11-30 01:28:06,-4.2917,-44.7917,75.74,90,17,4.18
462,Biltine,TD,2021-11-30 01:26:06,14.5333,20.9167,75.97,23,38,10.0
463,Padang,ID,2021-11-30 01:28:07,-0.9492,100.3543,78.85,79,100,1.88
464,Korla,CN,2021-11-30 01:28:07,41.7597,86.1469,20.26,78,36,4.68
465,Viedma,AR,2021-11-30 01:28:08,-40.8135,-62.9967,58.86,58,9,7.43
466,Amuntai,ID,2021-11-30 01:28:08,-2.4177,115.2494,79.86,85,93,1.92
467,Palera,IN,2021-11-30 01:28:09,25.0167,79.2333,59.27,55,100,1.72
468,Dehloran,IR,2021-11-30 01:28:10,32.6941,47.2679,66.94,35,0,5.44
469,Waipawa,NZ,2021-11-30 01:28:10,-41.4122,175.5153,62.46,79,100,3.15
470,Challans,FR,2021-11-30 01:28:11,46.8436,-1.8749,35.51,79,13,6.22
471,Sungairaya,ID,2021-11-30 01:28:11,0.7,108.9,80.2,75,100,4.07
472,Kaeo,NZ,2021-11-30 01:28:12,-35.1,173.7833,72.55,56,14,9.19
473,Pallapatti,IN,2021-11-30 01:28:12,11.6593,78.1342,73.72,94,40,0.0
474,Kikwit,CD,2021-11-30 01:28:13,-5.041,18.8162,68.49,98,100,0.76
475,Leshukonskoye,RU,2021-11-30 01:28:13,64.8989,45.7622,5.22,97,100,5.17
476,Labuhan,ID,2021-11-30 01:28:14,-6.8844,112.2051,80.82,76,97,5.41
477,Sivas,TR,2021-11-30 01:28:15,39.7916,37.0019,48.83,71,0,16.11
478,Cayenne,GF,2021-11-30 01:28:15,4.9333,-52.3333,77.09,90,90,0.0
479,Waynesboro,US,2021-11-30 01:28:16,38.0685,-78.8895,33.44,57,1,0.0
480,Alice Springs,AU,2021-11-30 01:25:02,-23.7,133.8833,89.15,19,0,5.75
481,Koumac,NC,2021-11-30 01:28:17,-20.5667,164.2833,86.11,62,30,4.52
482,Vostok,RU,2021-11-30 01:28:17,46.4856,135.8833,17.83,76,100,1.07
483,Bandarbeyla,SO,2021-11-30 01:28:18,9.4942,50.8122,76.87,70,5,16.08
484,Hambantota,LK,2021-11-30 01:28:19,6.1241,81.1185,73.74,100,20,3.44
485,Kastamonu,TR,2021-11-30 01:28:19,41.5,33.6667,49.44,87,100,6.42
486,Sabang,ID,2021-11-30 01:28:20,5.8933,95.3214,76.1,95,100,12.46
487,Sisimiut,GL,2021-11-30 01:28:20,66.9395,-53.6735,31.59,86,100,9.44
488,Paamiut,GL,2021-11-30 01:28:21,61.994,-49.6678,32.18,98,100,29.51
489,Bubaque,GW,2021-11-30 01:27:24,11.2833,-15.8333,82.62,62,94,8.97
490,Ngunguru,NZ,2021-11-30 01:28:22,-35.6167,174.5,67.46,76,75,9.31
491,Oktyabrskoye,RU,2021-11-30 01:28:22,43.0645,44.7417,48.34,61,100,13.42
492,Margate,GB,2021-11-30 01:28:23,51.3813,1.3862,42.89,85,100,4.0
493,Paragominas,BR,2021-11-30 01:28:23,-2.9667,-47.4833,73.76,92,12,3.24
494,Nago,JP,2021-11-30 01:24:24,26.5881,127.9761,77.16,73,53,16.6
495,Teguise,ES,2021-11-30 01:28:24,29.0605,-13.564,57.42,72,20,11.5
496,Shimanovsk,RU,2021-11-30 01:28:25,52.0,127.7,10.4,90,91,0.67
497,Morehead,US,2021-11-30 01:28:25,37.2711,-87.1764,44.31,47,1,0.0
498,Unity,CA,2021-11-30 01:28:26,52.4501,-109.1682,30.25,91,7,6.53
499,Sao Jose Da Coroa Grande,BR,2021-11-30 01:28:27,-8.8978,-35.1478,78.6,85,40,8.59
500,Chipinge,ZW,2021-11-30 01:28:27,-20.1883,32.6236,63.1,61,6,4.23
501,Tommot,RU,2021-11-30 01:28:28,58.9564,126.2925,-2.09,98,100,1.19
502,Mookane,BW,2021-11-30 01:28:29,-23.688,26.6595,70.29,63,100,7.65
503,Chicama,PE,2021-11-30 01:28:29,-7.8447,-79.1469,63.14,81,100,6.67
504,Ulety,RU,2021-11-30 01:28:30,51.3572,112.4849,14.41,82,66,8.99
505,Tshikapa,CD,2021-11-30 01:28:30,-6.4167,20.8,67.91,94,100,0.74
506,Maceio,BR,2021-11-30 01:27:03,-9.6658,-35.7353,80.04,83,20,8.05
507,Sambava,MG,2021-11-30 01:29:31,-14.2667,50.1667,76.21,80,55,7.58
508,Adrar,MR,2021-11-30 01:29:32,20.5022,-10.0711,61.32,30,96,10.92
509,Glenwood Springs,US,2021-11-30 01:29:33,39.5505,-107.3248,48.34,64,1,12.66
510,Kiama,AU,2021-11-30 01:25:24,-34.6833,150.8667,76.24,69,100,8.01
511,Alenquer,BR,2021-11-30 01:25:27,-1.9417,-54.7383,79.14,80,35,2.84
512,Dese,ET,2021-11-30 01:29:34,11.1333,39.6333,45.7,60,7,3.22
513,Ziro,IN,2021-11-30 01:29:34,27.6333,93.8333,39.09,67,69,2.89
514,Nouadhibou,MR,2021-11-30 01:29:35,20.931,-17.0347,62.58,77,0,23.02
515,Vilyuysk,RU,2021-11-30 01:29:35,63.7553,121.6247,-9.45,98,100,2.28
516,Borogontsy,RU,2021-11-30 01:29:36,62.6683,131.1683,-14.73,98,99,2.1
517,Husavik,IS,2021-11-30 01:29:37,66.0449,-17.3389,22.91,92,100,8.59
518,Dzilam Gonzalez,MX,2021-11-30 01:29:37,21.2833,-88.9333,74.16,79,48,7.85
519,Okha,RU,2021-11-30 01:29:38,53.5739,142.9478,16.47,73,100,13.27
520,Hami,CN,2021-11-30 01:29:38,42.8,93.45,22.01,61,50,2.57
521,Saint-Augustin,CA,2021-11-30 01:29:39,51.226,-58.6502,32.77,88,100,6.22
522,San,ML,2021-11-30 01:29:40,13.3034,-4.8956,78.01,14,81,7.72
523,Jalu,LY,2021-11-30 01:29:13,29.0331,21.5482,58.8,54,84,9.57
524,Pombia,IT,2021-11-30 01:29:40,45.653,8.6336,41.25,47,0,5.75
525,Qostanay,KZ,2021-11-30 01:29:41,53.1667,63.5833,3.49,92,0,4.47
526,Jinchang,CN,2021-11-30 01:29:42,38.4953,102.1739,27.01,25,0,5.32
527,Anadyr,RU,2021-11-30 01:29:42,64.75,177.4833,0.1,84,40,4.0
528,Sioux Lookout,CA,2021-11-30 01:29:43,50.1001,-91.917,26.98,93,90,5.75
529,Puyang,CN,2021-11-30 01:29:43,29.4603,119.8861,49.46,82,100,5.35
530,Petrovskoye,RU,2021-11-30 01:29:44,57.0104,39.2693,38.93,97,100,17.4
531,Rongcheng,CN,2021-11-30 01:25:36,30.634,117.8517,48.54,54,13,6.91
